Id,1th,2th,3th,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21th,22th,23th,Ans
id1120,15,0,17,4,4,3,14,,,,,,,,,,,,,,,,,"1"
id1121,1,0,17,4,4,1,14,14,17,20,,,,,,,,,,,,,,"1"
id1122,7,0,13,6,0,10,20,,,,,,,,,,,,,,,,,"1"
id1123,7,0,13,10,4,8,,,,,,,,,,,,,,,,,,"1"
id1124,1,0,13,10,14,10,20,7,0,10,20,17,0,13,10,0,8,,,,,,,"1"
id1125,7,0,13,18,20,17,20,,,,,,,,,,,,,,,,,"0"
id1126,7,0,13,18,14,3,4,,,,,,,,,,,,,,,,,"1"
id1127,15,0,13,3,0,,,,,,,,,,,,,,,,,,,"1"
id1128,7,0,13,19,0,8,13,8,,,,,,,,,,,,,,,,"0"
id1129,7,0,13,3,0,13,,,,,,,,,,,,,,,,,,"1"
id1130,7,0,13,3,14,17,20,,,,,,,,,,,,,,,,,"1"
id1131,7,0,13,13,8,13,,,,,,,,,,,,,,,,,,"1"
id1132,7,0,13,13,14,20,,,,,,,,,,,,,,,,,,"1"
id1133,7,0,13,1,0,0,6,0,0,,,,,,,,,,,,,,,"1"
id1134,7,8,,,,,,,,,,,,,,,,,,,,,,"0"
id1135,7,8,0,19,0,17,8,,,,,,,,,,,,,,,,,"1"
id1136,7,8,6,0,8,,,,,,,,,,,,,,,,,,,"1"
id1137,7,8,6,0,4,17,8,,,,,,,,,,,,,,,,,"1"
id1138,7,8,10,0,17,8,,,,,,,,,,,,,,,,,,"1"
id1139,7,8,10,0,13,19,4,10,8,,,,,,,,,,,,,,,"0"
id1140,7,8,10,8,,,,,,,,,,,,,,,,,,,,"0"
id1141,7,8,10,8,20,10,4,17,20,,,,,,,,,,,,,,,"0"
id1142,7,8,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1143,7,8,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1144,7,8,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1145,7,8,6,4,,,,,,,,,,,,,,,,,,,,"1"
id1146,7,8,6,14,17,14,,,,,,,,,,,,,,,,,,"1"
id1147,7,8,25,0,,,,,,,,,,,,,,,,,,,,"1"
id1148,15,8,25,0,,,,,,,,,,,,,,,,,,,,"1"
id1149,7,8,9,8,,,,,,,,,,,,,,,,,,,,"1"
id1150,1,8,9,20,19,18,20,10,0,13,,,,,,,,,,,,,,"1"
id1151,7,8,9,14,20,13,8,,,,,,,,,,,,,,,,,"0"
id1152,7,8,9,14,20,1,4,17,20,,,,,,,,,,,,,,,"1"
id1153,7,8,19,0,8,,,,,,,,,,,,,,,,,,,"1"
id1154,1,8,19,0,12,8,13,18,7,8,8,,,,,,,,,,,,,"1"
id1155,7,8,10,10,8,18,7,8,10,4,13,,,,,,,,,,,,,"1"
id1156,7,8,19,19,14,-65,,,,,,,,,,,,,,,,,,"1"
id1157,7,8,19,14,0,13,18,7,8,13,,,,,,,,,,,,,,"1"
id1158,7,8,3,14,8,12,4,13,8,0,20,,,,,,,,,,,,,"0"
id1159,7,8,19,14,18,0,18,7,8,24,20,1,8,,,,,,,,,,,"1"
id1160,7,8,19,14,19,0,2,7,8,,,,,,,,,,,,,,,"1"
id1161,7,8,19,14,1,0,13,9,20,20,,,,,,,,,,,,,,"1"
id1162,7,8,19,14,17,8,6,20,17,0,18,7,8,,,,,,,,,,,"1"
id1163,7,8,13,14,3,4,,,,,,,,,,,,,,,,,,"1"
id1164,1,24,20,20,1,24,20,20,,,,,,,,,,,,,,,,"0"
id1165,7,24,14,20,6,4,13,,,,,,,,,,,,,,,,,"1"
id1166,7,24,14,20,9,8,,,,,,,,,,,,,,,,,,"1"
id1167,1,8,24,14,20,18,7,8,,,,,,,,,,,,,,,,"1"
id1168,1,24,14,20,3,14,20,,,,,,,,,,,,,,,,,"0"
id1169,7,8,17,14,6,0,17,20,,,,,,,,,,,,,,,,"0"
id1170,7,8,17,14,6,4,17,20,,,,,,,,,,,,,,,,"0"
id1171,7,8,17,14,12,0,17,20,,,,,,,,,,,,,,,,"0"
id1172,7,8,17,14,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1173,15,8,13,10,20,,,,,,,,,,,,,,,,,,,"1"
id1174,7,8,13,18,7,8,19,18,20,,,,,,,,,,,,,,,"1"
id1175,1,20,0,8,18,14,20,,,,,,,,,,,,,,,,,"0"
id1176,5,20,0,13,,,,,,,,,,,,,,,,,,,,"0"
id1177,5,20,20,,,,,,,,,,,,,,,,,,,,,"1"
id1178,5,20,20,10,4,8,,,,,,,,,,,,,,,,,,"1"
id1179,5,20,20,5,20,,,,,,,,,,,,,,,,,,,"1"
id1180,5,20,10,0,8,,,,,,,,,,,,,,,,,,,"0"
id1181,5,20,10,0,12,0,17,20,,,,,,,,,,,,,,,,"0"
id1182,5,20,10,0,12,8,,,,,,,,,,,,,,,,,,"1"
id1183,5,20,10,0,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1184,5,20,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1185,5,20,10,20,,,,,,,,,,,,,,,,,,,,"1"
id1186,5,20,10,20,18,14,20,,,,,,,,,,,,,,,,,"0"
id1187,5,20,10,20,12,20,,,,,,,,,,,,,,,,,,"0"
id1188,5,20,10,20,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1189,5,20,18,7,8,6,8,,,,,,,,,,,,,,,,,"0"
id1190,5,20,9,8,18,0,13,,,,,,,,,,,,,,,,,"1"
id1191,1,20,9,8,13,8,,,,,,,,,,,,,,,,,,"0"
id1192,5,20,9,8,24,20,20,,,,,,,,,,,,,,,,,"0"
id1193,5,20,9,8,13,,,,,,,,,,,,,,,,,,,"1"
id1194,5,20,18,7,8,13,18,4,19,18,20,,,,,,,,,,,,,"0"
id1195,1,20,18,14,10,20,,,,,,,,,,,,,,,,,,"1"
id1196,5,20,19,0,6,14,,,,,,,,,,,,,,,,,,"1"
id1197,1,20,19,0,13,8,10,20,,,,,,,,,,,,,,,,"1"
id1198,5,20,3,0,13,,,,,,,,,,,,,,,,,,,"0"
id1199,5,20,2,7,20,20,8,,,,,,,,,,,,,,,,,"1"
id1200,1,20,2,7,14,20,,,,,,,,,,,,,,,,,,"1"
id1201,1,20,19,18,20,10,4,17,20,,,,,,,,,,,,,,,"0"
id1202,1,20,19,18,20,17,8,,,,,,,,,,,,,,,,,"1"
id1203,5,20,13,4,,,,,,,,,,,,,,,,,,,,"1"
id1204,1,20,1,20,13,,,,,,,,,,,,,,,,,,,"1"
id1205,1,20,17,0,20,13,,,,,,,,,,,,,,,,,,"1"
id1206,15,20,17,0,18,20,,,,,,,,,,,,,,,,,,"1"
id1207,1,20,17,0,10,10,20,,,,,,,,,,,,,,,,,"1"
id1208,1,20,17,0,1,20,17,0,,,,,,,,,,,,,,,,"0"
id1209,1,20,17,0,13,3,14,,,,,,,,,,,,,,,,,"1"
id1210,1,20,17,0,13,3,14,12,14,13,14,,,,,,,,,,,,,"1"
id1211,5,20,17,8,10,0,4,17,20,,,,,,,,,,,,,,,"0"
id1212,5,20,17,8,12,20,10,20,,,,,,,,,,,,,,,,"0"
id1213,5,20,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1214,1,20,17,20,20,,,,,,,,,,,,,,,,,,,"1"
id1215,5,20,17,20,20,19,18,20,,,,,,,,,,,,,,,,"1"
id1216,1,20,17,20,20,1,4,17,8,8,,,,,,,,,,,,,,"1"
id1217,5,20,17,20,18,0,19,14,,,,,,,,,,,,,,,,"1"
id1218,5,20,17,20,7,14,13,24,0,,,,,,,,,,,,,,,"1"
id1219,1,20,17,4,4,10,8,,,,,,,,,,,,,,,,,"1"
id1220,15,20,17,14,,,,,,,,,,,,,,,,,,,,"1"
id1221,5,20,13,10,0,,,,,,,,,,,,,,,,,,,"1"
id1222,1,20,13,10,4,8,,,,,,,,,,,,,,,,,,"1"
id1223,1,20,13,10,4,8,,,,,,,,,,,,,,,,,,"1"
id1224,1,20,13,18,7,20,20,,,,,,,,,,,,,,,,,"1"
id1225,1,20,13,18,7,14,20,,,,,,,,,,,,,,,,,"1"
id1226,1,20,13,13,14,,,,,,,,,,,,,,,,,,,"0"
id1227,1,20,13,24,0,,,,,,,,,,,,,,,,,,,"1"
id1228,7,4,0,18,20,19,0,8,17,20,,,,,,,,,,,,,,"1"
id1229,7,4,8,10,8,13,,,,,,,,,,,,,,,,,,"1"
id1230,7,4,8,13,4,13,,,,,,,,,,,,,,,,,,"1"
id1231,7,4,8,12,4,13,,,,,,,,,,,,,,,,,,"1"
id1232,1,4,19,18,20,,,,,,,,,,,,,,,,,,,"1"
id1233,15,4,19,19,14,1,14,19,14,17,20,,,,,,,,,,,,,"1"
id1234,7,4,3,3,14,17,0,8,19,14,,,,,,,,,,,,,,"1"
id1235,1,4,19,18,20,13,8,,,,,,,,,,,,,,,,,"0"
id1236,7,4,17,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1237,15,4,17,0,15,4,17,0,,,,,,,,,,,,,,,,"0"
id1238,1,4,17,0,13,3,0,,,,,,,,,,,,,,,,,"1"
id1239,7,4,17,8,10,14,15,20,19,0,0,,,,,,,,,,,,,"1"
id1240,1,4,17,20,,,,,,,,,,,,,,,,,,,,"1"
id1241,1,4,17,20,19,14,,,,,,,,,,,,,,,,,,"1"
id1242,7,4,13,10,0,,,,,,,,,,,,,,,,,,,"1"
id1243,15,4,13,10,8,,,,,,,,,,,,,,,,,,,"1"
id1244,7,4,13,10,14,20,,,,,,,,,,,,,,,,,,"1"
id1245,1,4,13,2,7,8,,,,,,,,,,,,,,,,,,"1"
id1246,7,4,13,15,8,13,,,,,,,,,,,,,,,,,,"1"
id1247,7,14,20,,,,,,,,,,,,,,,,,,,,,"1"
id1248,7,14,20,,,,,,,,,,,,,,,,,,,,,"1"
id1249,1,14,20,,,,,,,,,,,,,,,,,,,,,"1"
id1250,7,14,20,6,4,13,,,,,,,,,,,,,,,,,,"1"
id1251,7,14,20,18,7,20,20,,,,,,,,,,,,,,,,,"1"
id1252,7,14,4,17,20,,,,,,,,,,,,,,,,,,,"0"
id1253,7,14,14,,,,,,,,,,,,,,,,,,,,,"1"
id1254,7,14,14,12,20,,,,,,,,,,,,,,,,,,,"1"
id1255,7,14,6,0,17,0,10,0,,,,,,,,,,,,,,,,"0"
id1256,7,14,18,20,,,,,,,,,,,,,,,,,,,,"0"
id1257,7,14,18,14,13,0,6,0,8,,,,,,,,,,,,,,,"0"
id1258,7,14,19,19,14,3,14,6,6,20,,,,,,,,,,,,,,"1"
id1259,1,14,3,8,,,,,,,,,,,,,,,,,,,,"1"
id1260,1,14,3,8,17,0,13,6,4,4,9,8,,,,,,,,,,,,"1"
id1261,7,14,12,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1262,7,14,22,0,8,19,14,,,,,,,,,,,,,,,,,"1"
id1263,7,14,13,19,14,20,7,0,,,,,,,,,,,,,,,,"0"
id1264,7,14,13,13,8,13,,,,,,,,,,,,,,,,,,"1"
id1265,7,14,13,13,14,,,,,,,,,,,,,,,,,,,"0"
id1266,7,14,13,1,20,13,,,,,,,,,,,,,,,,,,"1"
id1267,15,14,13,15,14,13,,,,,,,,,,,,,,,,,,"0"
id1268,7,14,13,12,14,13,14,,,,,,,,,,,,,,,,,"1"
id1269,7,14,13,17,0,8,,,,,,,,,,,,,,,,,,"1"
id1270,12,0,0,12,0,0,,,,,,,,,,,,,,,,,,"0"
id1271,12,0,8,13,0,18,20,,,,,,,,,,,,,,,,,"1"
id1272,12,0,4,12,14,19,19,4,,,,,,,,,,,,,,,,"0"
id1273,12,0,10,0,18,4,17,20,,,,,,,,,,,,,,,,"0"
id1274,12,0,18,0,10,0,,,,,,,,,,,,,,,,,,"0"
id1275,12,0,18,0,13,8,,,,,,,,,,,,,,,,,,"0"
id1276,12,0,18,7,8,,,,,,,,,,,,,,,,,,,"0"
id1277,12,0,18,20,12,0,18,20,,,,,,,,,,,,,,,,"0"
id1278,12,0,19,0,,,,,,,,,,,,,,,,,,,,"0"
id1279,12,0,2,7,8,,,,,,,,,,,,,,,,,,,"1"
id1280,12,0,2,7,8,0,22,0,18,4,,,,,,,,,,,,,,"1"
id1281,12,0,2,7,8,6,0,20,,,,,,,,,,,,,,,,"0"
id1282,12,0,2,7,8,9,20,20,,,,,,,,,,,,,,,,"1"
id1283,12,0,10,10,0,,,,,,,,,,,,,,,,,,,"0"
id1284,12,0,10,10,20,17,14,,,,,,,,,,,,,,,,,"0"
id1285,12,0,18,18,0,0,9,8,,,,,,,,,,,,,,,,"1"
id1286,12,0,18,18,0,14,,,,,,,,,,,,,,,,,,"0"
id1287,12,0,18,18,7,8,17,14,,,,,,,,,,,,,,,,"0"
id1288,12,0,19,19,0,10,20,,,,,,,,,,,,,,,,,"0"
id1289,12,0,19,19,0,10,20,,,,,,,,,,,,,,,,,"0"
id1290,12,0,13,0,0,,,,,,,,,,,,,,,,,,,"1"
id1291,12,0,13,0,19,18,20,,,,,,,,,,,,,,,,,"1"
id1292,12,0,13,0,1,20,,,,,,,,,,,,,,,,,,"0"
id1293,12,0,24,14,20,,,,,,,,,,,,,,,,,,,"0"
id1294,12,0,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1295,12,0,17,20,8,,,,,,,,,,,,,,,,,,,"0"
id1296,12,0,17,20,3,4,,,,,,,,,,,,,,,,,,"0"
id1297,12,0,17,20,12,8,,,,,,,,,,,,,,,,,,"1"
id1298,12,0,13,-58,8,13,,,,,,,,,,,,,,,,,,"1"
id1299,12,0,13,6,0,,,,,,,,,,,,,,,,,,,"1"
id1300,12,0,13,25,0,8,,,,,,,,,,,,,,,,,,"1"
id1301,12,0,13,18,7,8,19,18,20,,,,,,,,,,,,,,,"1"
id1302,12,0,13,18,7,0,,,,,,,,,,,,,,,,,,"1"
id1303,12,0,13,25,14,10,20,,,,,,,,,,,,,,,,,"1"
id1304,12,0,13,25,14,10,20,10,0,13,,,,,,,,,,,,,,"1"
id1305,12,8,,,,,,,,,,,,,,,,,,,,,,"0"
id1306,12,8,10,0,10,4,17,20,,,,,,,,,,,,,,,,"0"
id1307,12,8,18,20,,,,,,,,,,,,,,,,,,,,"1"
id1308,12,8,25,20,20,12,8,,,,,,,,,,,,,,,,,"0"
id1309,12,8,25,20,6,8,,,,,,,,,,,,,,,,,,"1"
id1310,12,8,25,20,15,15,14,8,,,,,,,,,,,,,,,,"0"
id1311,12,8,18,14,18,7,8,17,20,,,,,,,,,,,,,,,"1"
id1312,12,8,19,0,8,,,,,,,,,,,,,,,,,,,"0"
id1313,12,8,2,7,8,1,8,10,20,,,,,,,,,,,,,,,"0"
id1314,12,8,19,18,20,12,4,0,20,,,,,,,,,,,,,,,"0"
id1315,12,8,19,14,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1316,12,8,3,14,17,8,,,,,,,,,,,,,,,,,,"1"
id1317,12,8,13,8,19,18,20,10,20,,,,,,,,,,,,,,,"0"
id1318,12,8,13,8,19,18,20,10,4,17,20,,,,,,,,,,,,,"0"
id1319,12,24,20,20,9,8,18,7,0,13,,,,,,,,,,,,,,"1"
id1320,12,20,10,8,,,,,,,,,,,,,,,,,,,,"0"
id1321,12,20,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1322,12,20,10,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1323,12,20,18,7,8,,,,,,,,,,,,,,,,,,,"1"
id1324,12,20,18,7,8,17,14,,,,,,,,,,,,,,,,,"0"
id1325,12,20,18,20,,,,,,,,,,,,,,,,,,,,"0"
id1326,12,20,18,20,1,8,19,18,20,10,4,17,20,,,,,,,,,,,"0"
id1327,12,20,2,7,20,20,,,,,,,,,,,,,,,,,,"1"
id1328,12,20,12,4,8,,,,,,,,,,,,,,,,,,,"1"
id1329,12,20,17,0,9,20,20,,,,,,,,,,,,,,,,,"1"
id1330,12,20,17,8,13,8,,,,,,,,,,,,,,,,,,"0"
id1331,12,4,,,,,,,,,,,,,,,,,,,,,,"0"
id1332,12,4,8,6,4,13,,,,,,,,,,,,,,,,,,"1"
id1333,12,4,8,22,0,10,20,,,,,,,,,,,,,,,,,"1"
id1334,12,4,8,22,0,10,20,18,20,17,20,,,,,,,,,,,,,"0"
id1335,12,4,4,10,0,0,,,,,,,,,,,,,,,,,,"1"
id1336,12,4,4,17,20,,,,,,,,,,,,,,,,,,,"1"
id1337,12,4,6,0,13,0,8,,,,,,,,,,,,,,,,,"0"
id1338,12,4,25,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1339,12,4,9,0,0,17,8,8,6,20,,,,,,,,,,,,,,"1"
id1340,12,4,18,18,4,4,9,8,,,,,,,,,,,,,,,,"1"
id1341,12,4,13,8,0,20,,,,,,,,,,,,,,,,,,"0"
id1342,12,4,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1343,12,4,13,-58,4,10,8,17,24,14,10,20,,,,,,,,,,,,"1"
id1344,12,4,13,10,24,14,,,,,,,,,,,,,,,,,,"1"
id1345,12,4,13,18,4,19,18,20,,,,,,,,,,,,,,,,"1"
id1346,12,4,13,18,4,19,18,20,18,7,8,10,4,13,,,,,,,,,,"1"
id1347,12,14,10,20,19,4,10,8,2,7,8,,,,,,,,,,,,,"1"
id1348,12,14,10,20,7,24,14,20,,,,,,,,,,,,,,,,"1"
id1349,12,14,9,8,,,,,,,,,,,,,,,,,,,,"1"
id1350,12,14,9,8,3,14,14,17,8,,,,,,,,,,,,,,,"0"
id1351,12,14,18,7,8,12,14,,,,,,,,,,,,,,,,,"0"
id1352,12,14,18,7,8,12,14,13,14,10,14,19,14,,,,,,,,,,,"1"
id1353,12,14,2,7,8,,,,,,,,,,,,,,,,,,,"1"
id1354,12,14,19,19,0,8,13,0,8,,,,,,,,,,,,,,,"0"
id1355,12,14,19,19,14,12,14,,,,,,,,,,,,,,,,,"0"
id1356,12,14,3,4,17,20,,,,,,,,,,,,,,,,,,"1"
id1357,12,14,19,14,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1358,12,14,19,14,12,14,19,14,,,,,,,,,,,,,,,,"0"
id1359,12,14,13,14,,,,,,,,,,,,,,,,,,,,"0"
id1360,12,14,13,14,6,0,19,0,17,8,,,,,,,,,,,,,,"1"
id1361,12,14,13,14,25,20,10,20,17,8,,,,,,,,,,,,,,"1"
id1362,12,14,12,14,8,17,14,,,,,,,,,,,,,,,,,"1"
id1363,12,14,24,0,18,20,,,,,,,,,,,,,,,,,,"0"
id1364,12,14,17,8,19,18,20,10,4,17,20,,,,,,,,,,,,,"0"
id1365,12,14,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1366,12,14,13,10,20,,,,,,,,,,,,,,,,,,,"1"
id1367,24,0,10,8,13,8,10,20,,,,,,,,,,,,,,,,"1"
id1368,24,0,10,24,20,20,9,14,20,,,,,,,,,,,,,,,"1"
id1369,24,0,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1370,24,0,10,20,18,7,0,,,,,,,,,,,,,,,,,"1"
id1371,24,0,10,20,22,0,17,8,,,,,,,,,,,,,,,,"1"
id1372,24,0,18,20,15,15,14,8,,,,,,,,,,,,,,,,"0"
id1373,24,0,19,0,8,,,,,,,,,,,,,,,,,,,"1"
id1374,24,0,15,15,0,17,8,,,,,,,,,,,,,,,,,"0"
id1375,24,0,19,14,20,,,,,,,,,,,,,,,,,,,"1"
id1376,24,0,7,0,17,8,,,,,,,,,,,,,,,,,,"0"
id1377,24,0,1,20,17,20,,,,,,,,,,,,,,,,,,"0"
id1378,24,0,12,0,8,,,,,,,,,,,,,,,,,,,"1"
id1379,24,0,12,0,8,7,0,10,8,10,0,17,0,,,,,,,,,,,"0"
id1380,24,0,12,0,10,0,9,8,,,,,,,,,,,,,,,,"1"
id1381,24,0,12,0,6,14,24,0,,,,,,,,,,,,,,,,"1"
id1382,24,0,24,0,,,,,,,,,,,,,,,,,,,,"0"
id1383,24,0,17,20,10,8,,,,,,,,,,,,,,,,,,"1"
id1384,24,20,20,10,8,,,,,,,,,,,,,,,,,,,"1"
id1385,24,20,20,9,14,20,,,,,,,,,,,,,,,,,,"1"
id1386,24,20,20,9,8,13,,,,,,,,,,,,,,,,,,"1"
id1387,24,20,10,8,6,20,13,8,,,,,,,,,,,,,,,,"1"
id1388,24,20,25,20,17,20,,,,,,,,,,,,,,,,,,"0"
id1389,24,20,19,0,10,0,,,,,,,,,,,,,,,,,,"0"
id1390,24,20,3,0,13,,,,,,,,,,,,,,,,,,,"1"
id1391,24,20,3,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1392,24,20,19,14,17,8,,,,,,,,,,,,,,,,,,"1"
id1393,24,20,1,8,,,,,,,,,,,,,,,,,,,,"1"
id1394,24,20,1,8,18,0,10,8,,,,,,,,,,,,,,,,"1"
id1395,24,20,17,20,18,20,,,,,,,,,,,,,,,,,,"0"
id1396,24,20,17,4,17,20,,,,,,,,,,,,,,,,,,"0"
id1397,24,14,0,10,4,,,,,,,,,,,,,,,,,,,"1"
id1398,24,14,20,10,8,,,,,,,,,,,,,,,,,,,"0"
id1399,24,14,20,6,14,,,,,,,,,,,,,,,,,,,"1"
id1400,24,14,20,18,7,8,,,,,,,,,,,,,,,,,,"1"
id1401,24,14,20,18,14,,,,,,,,,,,,,,,,,,,"1"
id1402,24,14,20,2,7,8,4,13,,,,,,,,,,,,,,,,"1"
id1403,24,14,20,17,4,8,,,,,,,,,,,,,,,,,,"1"
id1404,24,14,10,0,13,,,,,,,,,,,,,,,,,,,"1"
id1405,24,14,10,20,,,,,,,,,,,,,,,,,,,,"0"
id1406,24,14,6,4,13,,,,,,,,,,,,,,,,,,,"1"
id1407,24,14,10,14,10,20,,,,,,,,,,,,,,,,,,"1"
id1408,24,14,10,14,13,8,13,0,17,20,,,,,,,,,,,,,,"0"
id1409,24,14,18,7,8,,,,,,,,,,,,,,,,,,,"0"
id1410,24,14,18,4,13,,,,,,,,,,,,,,,,,,,"1"
id1411,24,14,18,14,20,,,,,,,,,,,,,,,,,,,"1"
id1412,24,14,18,14,10,20,,,,,,,,,,,,,,,,,,"1"
id1413,24,14,2,7,8,,,,,,,,,,,,,,,,,,,"1"
id1414,24,14,19,19,14,,,,,,,,,,,,,,,,,,,"1"
id1415,24,14,15,15,0,17,0,20,,,,,,,,,,,,,,,,"0"
id1416,24,14,19,14,20,,,,,,,,,,,,,,,,,,,"1"
id1417,24,14,13,0,10,0,,,,,,,,,,,,,,,,,,"1"
id1418,24,14,13,14,13,0,10,0,,,,,,,,,,,,,,,,"1"
id1419,24,14,1,8,,,,,,,,,,,,,,,,,,,,"1"
id1420,24,14,1,8,10,14,20,,,,,,,,,,,,,,,,,"1"
id1421,24,14,1,20,,,,,,,,,,,,,,,,,,,,"0"
id1422,24,14,1,14,20,,,,,,,,,,,,,,,,,,,"1"
id1423,24,14,17,8,,,,,,,,,,,,,,,,,,,,"0"
id1424,24,14,17,14,10,14,1,20,,,,,,,,,,,,,,,,"0"
id1425,24,14,22,0,12,0,17,20,-65,,,,,,,,,,,,,,,"0"
id1426,24,14,22,0,12,8,,,,,,,,,,,,,,,,,,"1"
id1427,24,14,22,0,12,4,17,20,,,,,,,,,,,,,,,,"0"
id1428,17,0,,,,,,,,,,,,,,,,,,,,,,"0"
id1429,17,0,0,12,4,13,,,,,,,,,,,,,,,,,,"1"
id1430,17,0,8,14,13,,,,,,,,,,,,,,,,,,,"1"
id1431,17,0,8,1,0,17,20,,,,,,,,,,,,,,,,,"1"
id1432,17,0,10,20,6,14,,,,,,,,,,,,,,,,,,"1"
id1433,17,0,10,20,18,4,10,8,,,,,,,,,,,,,,,,"1"
id1434,17,0,6,20,1,8,8,,,,,,,,,,,,,,,,,"1"
id1435,17,0,10,10,0,13,19,4,10,8,,,,,,,,,,,,,,"0"
id1436,17,0,1,4,17,20,,,,,,,,,,,,,,,,,,"1"
id1437,17,0,13,10,20,,,,,,,,,,,,,,,,,,,"1"
id1438,17,8,8,3,0,0,,,,,,,,,,,,,,,,,,"1"
id1439,17,8,10,0,,,,,,,,,,,,,,,,,,,,"1"
id1440,17,8,10,0,8,,,,,,,,,,,,,,,,,,,"1"
id1441,17,8,10,4,8,,,,,,,,,,,,,,,,,,,"1"
id1442,17,8,19,18,20,,,,,,,,,,,,,,,,,,,"0"
id1443,17,8,19,19,0,8,19,4,10,8,,,,,,,,,,,,,,"0"
id1444,17,8,15,15,0,,,,,,,,,,,,,,,,,,,"0"
id1445,17,24,20,20,10,14,20,,,,,,,,,,,,,,,,,"1"
id1446,17,24,20,10,10,20,18,0,10,10,20,,,,,,,,,,,,,"1"
id1447,17,24,14,20,,,,,,,,,,,,,,,,,,,,"0"
id1448,17,24,14,20,6,0,22,0,,,,,,,,,,,,,,,,"1"
id1449,17,24,14,20,10,8,13,,,,,,,,,,,,,,,,,"1"
id1450,17,8,13,6,24,14,20,,,,,,,,,,,,,,,,,"1"
id1451,17,4,8,,,,,,,,,,,,,,,,,,,,,"1"
id1452,17,4,8,19,4,13,29,,,,,,,,,,,,,,,,,"0"
id1453,17,4,8,19,14,20,,,,,,,,,,,,,,,,,,"1"
id1454,17,4,18,7,8,8,19,14,,,,,,,,,,,,,,,,"1"
id1455,17,4,19,18,20,,,,,,,,,,,,,,,,,,,"1"
id1456,17,4,3,3,14,,,,,,,,,,,,,,,,,,,"1"
id1457,17,4,19,19,14,20,,,,,,,,,,,,,,,,,,"1"
id1458,17,4,1,4,17,20,,,,,,,,,,,,,,,,,,"1"
id1459,17,4,15,14,14,19,14,,,,,,,,,,,,,,,,,"1"
id1460,17,4,13,-58,0,8,,,,,,,,,,,,,,,,,,"0"
id1461,17,4,13,18,14,20,,,,,,,,,,,,,,,,,,"0"
id1462,17,4,13,19,0,17,20,17,24,14,20,,,,,,,,,,,,,"1"
id1463,17,14,20,6,14,,,,,,,,,,,,,,,,,,,"1"
id1464,17,14,20,18,14,10,20,,,,,,,,,,,,,,,,,"1"
id1465,17,14,20,1,0,,,,,,,,,,,,,,,,,,,"1"
id1466,17,14,14,15,20,,,,,,,,,,,,,,,,,,,"1"
id1467,17,14,1,14,19,19,14,,,,,,,,,,,,,,,,,"1"
id1468,22,0,,,,,,,,,,,,,,,,,,,,,,"0"
id1469,22,0,6,0,18,7,0,,,,,,,,,,,,,,,,,"1"
id1470,22,0,6,0,12,0,12,0,,,,,,,,,,,,,,,,"0"
id1471,22,0,10,0,12,14,13,14,,,,,,,,,,,,,,,,"1"
id1472,22,0,10,0,17,4,17,20,,,,,,,,,,,,,,,,"0"
id1473,22,0,10,20,22,0,10,20,,,,,,,,,,,,,,,,"0"
id1474,22,0,6,14,,,,,,,,,,,,,,,,,,,,"1"
id1475,22,0,25,0,22,0,25,0,,,,,,,,,,,,,,,,"0"
id1476,22,0,18,20,17,4,15,15,14,8,,,,,,,,,,,,,,"0"
id1477,22,0,3,0,8,,,,,,,,,,,,,,,,,,,"1"
id1478,22,0,17,0,8,,,,,,,,,,,,,,,,,,,"1"
id1479,22,0,17,0,20,10,0,3,14,13,8,7,0,5,20,10,20,10,8,19,0,17,20,"0"
id1480,22,0,17,8,,,,,,,,,,,,,,,,,,,,"0"
id1481,22,0,17,8,0,8,,,,,,,,,,,,,,,,,,"1"
id1482,22,0,17,8,10,14,12,20,,,,,,,,,,,,,,,,"0"
id1483,22,0,17,20,,,,,,,,,,,,,,,,,,,,"0"
id1484,22,0,17,20,,,,,,,,,,,,,,,,,,,,"0"
